userid,InboundCall,IsDealSeeker,IsDirtLover,IsDreamer,IsGreen,IsResearcher,TradeInValueGenerated,InboundCallCount,TotalInboundCallLength,BureauIncome,CreditScore1,CreditScore2,FraudScore,Income,MedianVehicleFuelEcon,MedianVehiclePrice,TradeInValueAmount,LeadSource,AgeCategory,accountcreationdatetime,PhoneNumber_hashed,MedianVehicleMileage
132,0,0,0,0,0,0,0,0,354,36229,626,635,400,33689,19.6,14326,5301,Website,45-55,2018-04-26 05:57:00,9C789BDC3FA04C3007DBEFC6686BA268A9E6827AC5ABD7091A3EEF51A0C3C084,38493
133,0,0,0,0,0,0,0,0,336,40954,633,610,377,27701,21.2,25636,7623,Website,45-55,2018-02-14 12:06:00,1F44BFC24F06A8417533CAD7EFFD75430BBEA0C4AF8EA2C1EA13978CA4AC2E31,41074
134,0,0,0,0,0,1,1,0,348,53960,677,677,415,49123,24.3,19327,9223,Website,35-45,2018-02-02 22:40:00,1B3A63A9FA4DBE233F765F1F99334F0E03EC6D362EFECD3139410727D65235C7,36369
135,0,0,0,0,0,0,0,0,225,56572,616,644,294,22515,38.8,20883,3992,ThirdPartyFinancing,45-55,2018-02-21 23:17:00,EE4EFC6BBCDB4A609FF25B94AED81077D03BE517D525EF71ACE7E4C640308615,27966
136,0,0,0,0,0,0,1,0,420,43344,612,601,297,67214,26.5,25947,8166,Website,18-35,2018-03-16 10:12:00,FAC530C4413D95F31F2F8646C6BDC556FA7597B5058E466D21DC0365647D4A3F,45863
137,1,0,0,0,0,0,0,0,199,56226,610,597,460,48859,30.2,18651,11005,Website,45-55,2018-01-31 19:06:00,200608FF57446A55590A177A3E2F666F117D1E87586CC2CA1F4F81466DC23EF1,27982
138,1,0,0,1,0,0,1,0,271,37925,609,598,314,50098,26.1,24255,8130,ThirdPartyListing,18-35,2018-04-13 21:58:00,2F48CF9A9E7B563F36FC3BC15F0EF5CA8BFC197C938B72202C5EFD0C311FEA4E,45615
139,0,0,0,0,1,0,1,1,235,35757,615,583,267,53193,28.5,24963,10011,Website,35-45,2018-03-07 14:54:00,11F75E3A6405541F67A4C8D711428754E4EB73FBE6E7D705D1B8BCEFA85D4E15,41539
140,1,0,1,0,0,0,1,2,318,59342,646,696,355,66238,26,20987,8728,Website,18-35,2018-03-23 01:20:00,B952D820F944FCDEE3E0EEC62B6592FBA3002064C1BEF5670C81F4A993E261B7,31765
141,0,0,0,0,0,0,0,0,279,50325,708,799,490,64179,29.6,25845,5566,Website,45-55,2018-04-02 01:35:00,960687EDBFBF98F8EC5E8C9FB837D011199E0A9BE82D2AC49171929B1B0C8A01,37897
142,0,0,1,1,1,1,0,0,459,61762,627,688,291,76806,15.1,28430,7424,Website,35-45,2018-03-24 00:37:00,84A3A6A8C70519B800F7927679DC8BC8E2B15BAED743C626855B053906960CC4,30729
143,1,0,0,0,1,1,1,1,291,50429,642,641,363,50939,25,22012,7677,ThirdPartyListing,18-35,2018-03-23 18:11:00,B82C3AFA74C80F36825E18377877F0D42D04C9B4A039B3C2F862B27D052F9955,42778
144,0,0,0,1,0,0,1,0,325,56082,651,680,321,61186,24.9,12720,7527,Website,18-35,2018-01-30 11:15:00,AB16E0738A80EA71062F375C34C276EA49460F61F75D6CB6A2174ED8D4D27EAA,50276
145,0,0,1,0,0,0,0,0,197,50120,621,604,406,62769,28.3,23210,7556,ThirdPartyListing,45-55,2018-02-24 22:51:00,6247FA486994C09A15E2E41BBB09BA3004B933C68C41D0C42861595692B8FC2A,34526
146,0,0,0,0,0,0,0,0,205,40232,645,617,405,53736,33.3,34608,8851,Website,55-65,2018-04-30 09:01:00,64E455473C681DC29A86E31C73C7042C61074EDD9F500358EAC281205DD07881,33583
147,0,0,0,0,0,0,0,0,338,62618,637,702,310,48104,21.9,24708,6344,Website,45-55,2018-02-19 03:27:00,,38003
148,0,0,0,0,0,1,0,0,368,54404,651,691,347,39778,24.5,19436,4448,Website,65+,2018-03-09 16:59:00,F072A8507A8147C6883862B090E6E9B33E1CD863E4BD3F9504E9FAE42FF8CF72,47801
149,0,0,0,0,0,1,0,1,272,62195,573,643,487,69722,20.9,25519,10568,Website,35-45,2018-02-22 13:34:00,E325DF0F1901515FEB0C5C4EAD6F1A49AB1CD263357BF0346215866BD33CD805,19275
150,0,0,0,0,0,0,0,1,243,57396,646,649,220,43773,29,28534,5775,Website,18-35,2018-03-13 06:42:00,90082EA3A65EA366AF19CEDCC7B9028D12EF1AB1015D79FBAF5B6DF44CE813DA,41166
151,0,1,0,1,0,0,0,0,191,42594,603,606,399,40772,28.7,20722,10481,ThirdPartyListing,45-55,2018-05-10 00:54:00,A6A6ACFEA0D0C04C9F6DB668C5535D7F8D5808A5306BF0EFCC7C1FF0FED651F9,39171
152,0,0,0,1,0,0,1,1,381,59776,659,705,294,59983,38.4,28972,6627,ThirdPartyListing,65+,2018-01-04 08:30:00,F71655B809BD3345FFFC4C53499665D4BDC395F559E4AF148F93AC1149873DFF,48568
153,0,0,0,0,0,0,0,1,328,61636,728,702,263,59282,31.8,24578,9318,Website,18-35,2018-03-09 12:36:00,8B886070A382C11825E67D4E39E194B38AD2CF6186810977DCA1CEBE0127585A,30603
154,0,0,0,0,0,0,1,0,476,46016,627,663,265,45313,15.7,24503,11547,Website,55-65,2018-01-26 09:26:00,,31166
155,0,0,0,0,0,0,0,0,343,46345,649,700,361,53860,29.8,32768,10866,Website,35-45,2018-05-08 01:43:00,,42346
156,0,0,0,0,0,1,0,1,323,50695,666,775,238,53746,31.3,23366,8245,Website,55-65,2018-01-05 00:35:00,,37778
157,0,0,0,0,0,0,0,0,403,66946,615,660,385,60137,27.3,29881,9458,ThirdPartyListing,55-65,2018-03-18 13:48:00,540D5DC2437CC4A248770F7D48E3DC123EDF16260AFE2338B6EF4E010ADCB13B,34994
158,1,0,0,1,0,1,0,0,367,44695,633,671,251,49288,40,20547,6275,Website,65+,2018-04-11 20:12:00,4DA1B19F7B07B3A5C4CFF701CAE555A4BCB7BB38BA834A0A74DB26D156E1226E,43189
159,0,0,1,0,0,1,0,1,283,45196,613,639,401,36851,22,33785,8857,ThirdPartyListing,45-55,2018-02-14 12:52:00,B340FE4E8F4EB0A2F809037872E028BEA6B78B795F093B206600C176533F25C0,33676
160,0,0,1,0,0,0,0,0,172,64099,716,703,329,57128,23.1,26705,11623,Website,35-45,2018-03-04 23:00:00,04999A96897152C6CA3323F64D434EE88C8B22308B0AC01DE0DA21C98331CF39,27995
161,0,0,0,0,0,1,0,0,200,37715,544,562,344,54637,23.3,19162,7965,ThirdPartyListing,35-45,2018-03-10 03:26:00,65433D5FD5615A8A0AF47C13D9BE27DC9877CCADE1E21E471CEF9E9F64516D23,45956
162,0,0,0,0,0,0,0,0,258,36725,605,636,293,32346,19,22646,11932,Website,65+,2018-04-13 16:14:00,F07CA830918B137A53848FBFFC0788A2491282864FF21B5AD9C6BCBD1B84F3FC,30560
163,0,0,1,0,0,1,0,0,239,46077,625,682,320,57814,39.8,29172,6313,ThirdPartyListing,45-55,2018-03-19 14:13:00,445EECFBDCD2441BCF7F75E28CE4F07DA66BA3E7047CCBC567D7168B280E6667,43588
164,0,0,0,0,0,0,0,0,237,50842,582,697,437,59615,32.8,20658,9267,Website,18-35,2018-04-10 14:21:00,EE382A895CD3B14CF6B139316D77B588F0A9DFEA2AF0FAAAA6D6F9E33C22188B,48752
165,0,0,0,0,0,0,0,0,255,51881,612,668,302,51939,23.2,23008,10368,Website,45-55,2018-01-15 07:25:00,01BACCE7CD9865A7CB7F1A6C7CD0E1A04484734F406CF5CCBB2102D6C6838AFF,35177
166,0,1,0,0,0,0,0,0,236,34801,691,635,406,52138,32.4,23799,8952,Website,18-35,2018-01-02 04:52:00,09F9E6B4940464948C769DDE69A6D5200F35E09F2A9D1102D26995EF80371A39,39539
167,0,0,0,0,0,0,0,0,284,45426,695,767,304,40041,27,17163,5767,Website,18-35,2018-02-24 08:39:00,4E3C53F6A04AEE40FFFA555AF87E64C1A52E826CEC91D9A340DBE20089358216,32336
168,0,0,1,0,0,0,1,0,168,62985,667,654,402,57039,28.5,21271,7056,ThirdPartyFinancing,45-55,2018-01-26 03:15:00,884638F00FCA8AF85F8277B396ED398BF6D9B6C5D95B1509FA132C91CEC47836,30145
169,0,0,0,0,0,0,1,0,218,42279,665,635,278,59279,22.9,25427,7802,ThirdPartyListing,35-45,2018-02-15 01:15:00,17E6A0E45905BA01505E2EBD4F0CF50CD5609CC4C70C3847814A7F0A3DFA54EC,47668
170,0,0,0,0,0,1,0,0,249,61562,604,562,344,65364,28.5,28604,6506,Website,35-45,2018-04-22 00:24:00,,25760
171,0,0,1,0,1,0,0,0,315,50492,675,706,388,66879,41.1,19188,8941,ThirdPartyListing,55-65,2018-02-28 05:43:00,,47061
172,0,0,0,0,0,1,1,0,316,63254,703,713,355,45090,27.9,28722,8558,Website,45-55,2018-01-23 08:31:00,6AA44EDFF08E3C6DE6ECDDD0DE5C8FE7849B90CD744F698AFA1B59C2640FA38C,39560
173,1,0,0,0,0,0,1,0,334,62919,605,637,338,52856,34.9,23329,6618,Website,18-35,2018-04-14 13:52:00,72A4EA47B519FA6DEBAB6B7D2CDB2B8739237CC8D652FEF7ABBAAFFA5A7C68F6,40104
174,1,0,0,1,0,0,1,0,479,39587,658,702,285,62693,24.3,21647,7862,Website,18-35,2018-04-29 06:00:00,3CB09515F0A9A21225C9D69DB1C7F2960134EEFEF0F8FBD2628B3AB5E0980ABF,42424
175,0,0,0,0,0,0,0,0,219,66748,727,712,410,72221,29.7,20587,10897,ThirdPartyListing,18-35,2018-01-13 12:05:00,6D89BDFE6A7DEE7AE996D39785DCE2E147E41E15552C92821A796E68F43126D2,45663
176,0,0,1,0,0,1,0,0,253,47674,680,711,131,65040,27.4,23104,7355,ThirdPartyListing,18-35,2018-02-16 13:49:00,6F571775ED013DEC449A7E580B9F9020FF8F4FDD42DAAF1EB96A5D98AC046CEB,30631
177,0,0,1,0,0,1,0,0,363,70753,709,746,368,86401,27.8,27053,8040,Website,18-35,2018-04-28 02:08:00,,45311
178,0,0,0,0,0,1,1,0,335,48383,679,622,375,39895,31.1,18737,11349,Website,18-35,2018-05-09 01:21:00,D72E8EB3B922A6CA65871C03BD708E321527B1D6242FACF691D3178858156D49,34634
179,1,0,0,0,0,0,0,0,362,65415,722,707,348,84915,33.6,17466,10799,ThirdPartyListing,55-65,2018-04-29 18:35:00,5E62A3DFD564424F59314555E3C073E8F985C99FA685FAC4207C151FC2AE7C21,25779
180,1,0,1,1,0,0,1,0,462,39317,643,622,379,7067,30.1,13334,4790,Website,55-65,2018-02-03 23:25:00,72AF8C9AF5133D9B9DFF6C17EE2B7CA0F79B94A0BF9DA0603E0FDB3CAE1FF209,33289
181,0,0,0,0,0,0,0,2,297,62497,587,642,473,65028,34.5,19258,9538,Website,55-65,2018-04-25 07:23:00,,35272
182,0,0,0,0,0,1,0,0,312,60568,627,655,456,79423,27.4,22960,6736,ThirdPartyListing,55-65,2018-02-27 05:06:00,84C91C228A0C8842329AF93A4B837DD80FDBDBC53E272AB918EA3CD21741B756,49493
183,0,0,0,0,0,0,0,0,396,62046,685,656,267,55858,31.5,23571,10288,ThirdPartyListing,35-45,2018-03-18 06:28:00,,35770
184,0,1,0,0,0,1,1,0,284,47690,615,564,434,42097,29.1,16802,7416,Website,45-55,2018-04-21 01:16:00,18575AA8C23871BDECF075D0EC84B18D3CF9D2EF7446FA8B0A96C3A2BC8F6EE4,33947
185,0,0,0,0,1,0,1,0,298,58964,570,568,281,70256,19.8,19633,10399,ThirdPartyListing,65+,2018-03-29 20:58:00,221A52D6A8FD700AB4256FEF7066BCD0ACFF072CAEC04374FAEDDFF977F2F51D,33898
186,1,0,0,1,0,0,0,0,498,40011,692,718,339,71703,23.5,34816,9718,Website,35-45,2018-02-19 19:25:00,5814200C85AC29DCCBD53CE36AE128BF7BF8798340406A75791F1FA6408728C1,45679
187,1,0,0,0,0,0,1,0,309,65580,619,688,315,81650,25.5,25169,6091,Website,35-45,2018-03-21 12:05:00,0E15FC5B4CD22CAE45A42BBE7303A983413BC2876FA273725BA49901810191D2,30294
188,0,0,0,0,0,0,0,1,308,52256,697,741,330,52541,26.9,25436,8874,Website,45-55,2018-03-08 21:25:00,C7664DA82DC669C6063DD5F6128704F45863BE9A0F60325A4D26D4B001972CCE,44171
189,0,0,1,1,0,0,1,0,220,39134,644,686,299,63000,30.5,21756,8778,ThirdPartyListing,45-55,2018-03-09 19:30:00,,45086
190,1,0,1,0,0,0,1,0,373,38515,710,794,274,35179,24.2,14968,7580,ThirdPartyListing,35-45,2018-02-09 17:48:00,6D45C98B96ED79FF8E7B7F7E0522C46717C7EE288542C9104555CFF4B273FF0F,40109
191,0,1,0,0,0,0,0,0,197,46391,620,580,500,44621,34.1,21680,8433,ThirdPartyListing,65+,2018-04-14 19:07:00,97C908898C445C899AFF7D526A6D979B948FD98037ACE9233962DAEFD32592F7,34347
192,0,0,0,0,0,0,1,0,341,50619,674,723,162,41504,20.9,27021,9110,Website,45-55,2018-03-01 02:02:00,C6F28F4D2609244370E6238E575A6BFD2913E54A7E2F83EF31A9714E60153EB1,33844
193,0,0,0,0,0,1,0,0,311,39688,640,671,320,30271,26.6,22661,9475,ThirdPartyFinancing,35-45,2018-03-01 19:52:00,C8EF75C4FD9383F433E4E4DB83E449A2893ADD6F61D91C5840D8F3E1ECBC1A3F,47019
194,1,0,0,1,0,0,1,0,195,54099,685,736,365,70590,22.9,22586,7400,ThirdPartyListing,55-65,2018-01-23 13:57:00,D344995DAEB502FD05EFE21C97DC7A535C86E1507712F411E6C49EE7B70BD892,40202
195,0,0,0,1,0,0,0,1,367,41787,705,652,325,27380,21.9,30222,6704,ThirdPartyListing,45-55,2018-03-24 13:13:00,EF5B4C42D85134EA45CD609880F50EB3210AB834E2173F4F90A310AB171EE086,41311
196,0,0,0,0,0,0,0,0,268,48902,629,702,335,58630,28.5,16145,10813,ThirdPartyListing,55-65,2018-02-17 11:16:00,,40888
197,0,0,0,0,0,0,0,0,135,56960,671,738,343,54107,32.2,27689,5726,Website,45-55,2018-04-24 07:57:00,B57D1F29CC1801AFACDE2BD9666FF32A347E46BECF61F6732E85D45F382168F7,49033
198,0,0,1,0,0,0,0,0,306,57639,722,678,260,51636,33.3,19964,10092,Website,45-55,2018-01-20 03:41:00,61DBD70E5EBE7796FBA022FA09E8FC4FE1405FD27D42ED37513636B5BBFADEBF,31416
199,0,1,0,0,0,0,0,0,286,54171,688,748,299,33738,34.5,22914,10454,ThirdPartyListing,55-65,2018-02-04 21:47:00,7035860D7FE372883BDD8D9C768A6758B5D1E7E91849B2955A47A16A06FB5080,38757
200,0,0,1,1,0,1,0,0,326,34165,628,648,416,29686,24.9,23447,8094,ThirdPartyListing,45-55,2018-05-04 09:40:00,DC43B053E41F715A6F978158E2E23CFC244705D92864BF2E03755CD0D9DF4F55,36434
201,0,0,0,0,0,0,1,0,247,36804,700,708,297,34850,34.8,15982,8211,Website,45-55,2018-03-25 05:07:00,,39338
202,1,0,0,0,0,0,0,0,216,50083,614,611,280,59639,30,27117,7698,Website,35-45,2018-04-25 10:40:00,7FE4C178CF5BD70C86466131BFADC41FEA4B861640B4B0107DFBB78BDD694BB9,37311
203,0,0,0,0,0,0,1,0,290,52394,551,592,315,40517,42.5,27746,7880,ThirdPartyListing,45-55,2018-03-26 00:48:00,09F84542DA00367E45AB52A92C1C38E5D206A4D140EB63B5D746B9617AC728EC,43007
204,0,0,0,0,0,0,1,0,215,57442,689,699,337,61120,26.3,19540,10600,Website,35-45,2018-05-02 09:46:00,F11567D389910933AF2868452BF61AC533333ABB47F46316D98C720799A8DD5C,45496
205,0,0,0,0,0,1,0,0,294,49038,605,531,297,47840,28.3,34044,11272,Website,45-55,2018-05-02 20:04:00,89BEDBE804B30507BA240954AD9A6B4E3E6CAC908D1EE7EB5EF043DB8991251F,32134
206,0,0,0,0,0,0,1,0,302,61164,643,643,418,55836,28.4,23969,9589,ThirdPartyListing,45-55,2018-02-21 00:46:00,F4BB080D7B0C3DFB2807D011C44B86AC486B34B5B9AF67B93627836203B28464,31364
207,0,0,0,0,0,0,0,0,246,53722,674,726,405,62666,33,14930,8740,Website,45-55,2018-02-07 08:24:00,2CE1048B0F90386EA6A2E0C27AE43C93162D388CA8E593C979903979CAFAE8AD,47480
208,0,0,1,0,0,0,0,0,312,46426,683,706,382,32474,20.7,25864,7562,ThirdPartyListing,18-35,2018-04-03 00:09:00,E53DAD0187C2ED374FF1854D5AFA5969DA60CBE1FB0BBED870F8D01A25608C59,34504
209,0,0,0,0,0,1,0,0,356,34042,702,756,366,44362,20.6,23895,6171,Website,45-55,2018-02-15 17:41:00,8AE981895C29FAF969A4ADD092AB982A04CB5E62A65490B36BBF3358A78C7E76,30823
210,0,0,0,0,0,1,1,0,279,57564,650,567,263,38595,22.3,20727,11281,ThirdPartyFinancing,45-55,2018-01-06 18:51:00,89FA51F3BCAEB9D565138E033A708DBD9DC18244F17BF6FC53C550C0409657A5,51265
1878,0,0,1,0,1,0,0,0,324,28654,639,645,265,30437,32.3,20966,5027,Website,18-35,2018-03-03 21:52:00,63796EB90943FAF280A8D2B6D7457F5250991856A09D5463FFCC1E341F3F232E,54392
1879,0,0,0,0,0,0,0,0,156,58898,619,620,416,84587,34,23961,10135,Website,65+,2018-04-19 18:34:00,AD20FBAD421C89C0285250075FB2074C5807C5143460097AD3498B30C19AF0DB,29072
1880,0,1,0,0,1,0,1,0,194,56017,591,511,234,60419,23.9,25596,8605,Website,18-35,2018-05-06 16:22:00,417DA51AD42033A08C401115727C268D8AEE8B6372E3A169D14019A7345F9FC1,45286
1881,1,0,0,0,0,0,1,0,448,39265,601,658,421,29799,22.9,32705,4664,Website,45-55,2018-01-10 11:40:00,71F27CE5CC6E6A89F77C4E6513B67DACCA5906DF303185F0D368576FA1D2A778,46936
1882,0,1,0,0,0,0,1,0,374,46360,631,611,324,47164,27.9,19103,9775,ThirdPartyListing,18-35,2018-04-04 20:07:00,B59600BE9B3FDBE767DCDA78CC1A33C5F69F4D6E7940208C8D112BC7E7D195FD,36130
1883,0,0,0,1,0,0,0,0,417,47606,736,789,458,39176,35.9,17964,9418,Website,18-35,2018-02-12 21:56:00,,47884
1884,0,0,0,0,0,0,0,0,243,45420,636,597,253,41527,19.9,26442,3273,Website,35-45,2018-04-23 10:34:00,A360D7C96091CE02419A1126F194ED1524906FD8248D4416D5854C8981CE33B0,35766
1885,0,0,0,0,0,0,1,0,245,39532,713,813,326,54330,16.2,21135,9176,ThirdPartyListing,45-55,2018-04-07 01:17:00,4B193ED04B4B21F06CAE05FAB1518ECCAE91F9F8B99BE54DBDD581984F3B0BB1,41683
1886,0,0,0,0,0,0,1,0,277,34802,728,771,353,44430,20.1,21694,11245,Website,18-35,2018-02-11 03:46:00,0C44DC31B8E13F3CCF5C1D7E52D38F48382BA75420FEC4235C8361B63CCED6EB,46645
1887,0,0,0,0,0,1,1,0,180,68369,608,633,411,89074,30.7,26338,7805,Website,35-45,2018-02-24 22:59:00,33044475FA5F9AA4D0AF2B512A20D2D8BBF5BAA692F38867A702367D85E800B4,49409
1888,0,0,1,0,0,0,0,0,232,53826,628,680,238,66570,22.3,23008,5909,ThirdPartyListing,65+,2018-04-13 00:11:00,,37621
1889,0,0,0,1,1,1,0,0,372,37365,580,586,247,54396,32.7,21781,9719,ThirdPartyListing,65+,2018-04-10 22:46:00,317FA8A98DBCD0194BA7A11D2C141AF3CC95E6ECE84955490D4354B93585F93D,31777
1890,0,0,1,0,0,0,1,0,388,57017,655,710,399,43455,41.4,24878,3149,Website,18-35,2018-02-05 03:47:00,0AD7846D29F05076A4469647312FB316960135F2EBD10FC0FFC07409CB6A634D,35085
1891,0,0,0,0,0,0,1,0,398,25053,747,709,510,20079,26.6,22645,8502,ThirdPartyListing,55-65,2018-02-18 05:05:00,11DD072D8B1AD068A8EE7B6A8944E820C3FD93491743DBD26A46569A899938B6,61642
1892,0,0,0,0,0,0,1,0,314,30095,643,726,372,67936,22.2,24417,4382,Website,18-35,2018-04-24 04:45:00,DE474318D0EFE60010294BF59DC8EADFBD2CBCAF0C52B48EB40CF1622F9205B4,32818
1893,0,0,0,0,0,1,1,0,361,51276,558,545,342,55763,31,18972,11451,Website,55-65,2018-02-28 06:34:00,,38638
1894,1,0,0,0,1,0,0,0,333,47802,623,677,251,60676,14.3,27940,9029,Website,35-45,2018-02-07 13:05:00,3755950084CFB0647AFEFBB29F79074F54518A5F44E7FD9235E9175C04055887,38541
1895,0,0,0,0,0,0,0,1,346,44488,627,642,352,45095,20.3,25383,11178,ThirdPartyListing,45-55,2018-04-08 04:09:00,6BC0FCE203A7BBB47C15188AD7A6241C29EB800F6D3BE1916F8CA1BC7AB48BC0,45378
1896,0,0,0,0,0,0,0,0,259,44733,725,766,320,39981,25.2,30002,6340,Website,18-35,2018-03-01 13:37:00,FD846B568D9685E3D230CE276BDE90A709556D1D3B4DC3D71E375A3FEB351112,39464
1897,0,0,0,0,0,0,0,0,285,68801,641,707,386,80626,37.1,25151,9454,Website,65+,2018-04-07 11:48:00,536BFFB516B2EDE224867F4964F5F9A92833AF60B07BA283115A4F3E7B9832B9,34881
1898,0,1,0,0,0,0,1,0,480,57960,749,754,437,67116,34.9,29839,11163,Website,45-55,2018-04-16 12:15:00,A0EDCE61B4AC5E6AB5C867DF56B130FB8A06616138D104DD4490AF6BBBE5D95C,26296
1899,1,0,0,0,0,0,0,1,269,55350,678,716,304,51868,29.5,25530,3166,Website,45-55,2018-04-09 12:05:00,77E4ECD22E5C5988795BC80F6ACF6B61B0EA98DFB28408A7B5240B6A836CDB9D,33501
1900,0,0,1,1,0,0,1,0,240,37008,670,725,308,33051,31.7,28171,13356,Website,65+,2018-03-02 18:14:00,04F738D5879DB7AC967E3286D41317A3101C1792B5CE76AA1AE55EFFC9571216,22816
1901,0,0,0,1,1,1,1,0,339,45588,661,640,400,51373,19,26249,7317,ThirdPartyListing,18-35,2018-04-09 12:53:00,E3DCC6938933603B73A1BB90739DB6B608B353329418EB99B8CB653672528655,46704
1902,0,1,0,0,0,0,0,0,395,57796,553,572,401,67380,29.5,25556,6289,ThirdPartyListing,55-65,2018-03-26 18:34:00,4C8A19B053B8BF785CD5D4845738FE6EF2577572A08ADDBCC98C8A6CB30DF891,39782
1903,0,0,0,0,0,0,0,0,291,61216,602,625,306,48464,19.7,18935,6748,Website,45-55,2018-03-07 00:07:00,10ABC6BD0C495D54E5564DB5D671FEC642075AD82980BA05C9DDEE0430B3F71D,40744
1904,1,0,0,0,0,0,1,0,253,68558,678,728,389,58687,26.9,28629,7796,Website,35-45,2018-03-03 03:36:00,F393D8C48866AFBAC44FDDA61E56208BB6F1635B060FCECBFDD3BDC463495115,44246
1905,0,0,0,1,1,0,1,0,301,51229,699,730,314,39929,25.7,20956,7313,ThirdPartyListing,35-45,2018-01-21 14:43:00,CF92145F59E066436E2212679BBABD9DB820A79FE1BDFB58C6050A5C404396E9,43055
1906,0,1,0,0,0,0,0,0,197,47193,529,502,427,46216,31,23484,6311,ThirdPartyListing,45-55,2018-03-25 15:15:00,6174CCCC198C5B58C422A66F4C720F4FB08820FAF2AD147FEB8410912EBC6924,38328
1907,1,0,0,0,0,1,0,0,333,44986,639,608,449,38668,17.8,31699,12378,Website,65+,2018-03-10 21:08:00,6BE9EBFBD7C763AA290AD681E61755F9E332DE34C6192567D3A14F4B01FA505A,40749
1908,0,0,1,0,0,0,0,0,300,48770,605,590,304,53652,25.5,29523,10139,Website,55-65,2018-05-06 12:11:00,205D28876D664323177E9F4F13D713DFEB6273303600D130AD1BFE24DEA5427A,27164
1909,0,0,1,0,0,0,0,0,354,45428,691,708,355,55219,30.6,21936,7883,Website,18-35,2018-03-18 03:52:00,C3DD8CE93A68E90482D6EF552EFD413A6BF5E0077D37F41B5EA7F70C816859C1,33284
1910,0,0,1,0,0,1,0,0,331,54750,621,645,314,63917,29.3,33418,8249,Website,45-55,2018-04-07 04:35:00,860D1047B81D1537B940377E0CDCA4EDF8451F008DDF5301544F751DFC4C944D,31117
1911,0,0,0,0,0,0,0,0,380,49545,673,710,313,53770,25.9,21385,11327,Website,55-65,2018-02-01 00:04:00,2E9EE05E1E21036BB15007ECF670EDEC2D818C21F7E8DFCC786649B8C78D1EBE,40206
1912,0,0,1,0,0,0,0,0,275,68288,630,642,296,87993,26.7,25139,7612,Website,45-55,2018-01-11 21:29:00,3C1A10F077E411B9D4A43FCBF9609CA013104F5C97C098E5A180A015B54F7F7F,48767
1913,0,0,0,0,0,0,1,0,311,44386,594,660,333,61645,31.8,20132,11029,Website,18-35,2018-01-25 22:59:00,,41942
1914,0,0,0,0,0,1,1,0,149,69087,648,653,400,98917,23.5,30635,8512,ThirdPartyListing,45-55,2018-01-24 09:03:00,3A3EC4D06B63CBBBCD9A39F706998ECA9437525737F9B13249A99106A553B8BC,40834
1915,0,0,0,0,0,0,1,0,365,49626,610,616,413,60609,28.3,28380,8192,Website,55-65,2018-03-28 19:15:00,E43EC12CF227F2DAC9F07AFB58B15BC4C52132D46214E1A6A2C713BEF7683AF4,41628
1916,0,0,0,0,0,0,0,0,226,53366,646,663,315,54666,17,28334,9248,Website,55-65,2018-01-27 14:24:00,D6D49F020CF6E880050E6B37A31135D72EB10907AE898186BEEA318FB9C5051D,32879
1917,0,0,0,0,0,0,0,0,308,73432,659,670,296,71372,26.7,26048,8491,ThirdPartyFinancing,45-55,2018-03-11 20:00:00,,40491
1918,0,0,0,0,1,0,0,1,164,55038,664,676,340,66361,25,11853,8048,Website,65+,2018-03-20 17:12:00,32340B46DEDE703166DA8CEDD29D5B54625A7FEDCD64FA2578CE846B84BEA488,30184
1919,0,0,0,0,0,1,0,0,302,65941,686,714,414,66517,34.1,25014,6440,Website,18-35,2018-04-28 02:24:00,5BBDAF50A75F7FAE9F6450F4DA6EA81547D1AF5048EB76F5EDC3D1273A253A9B,46307
1920,0,0,0,0,0,0,1,0,304,49493,672,672,281,52651,26.3,24612,11528,Website,45-55,2018-02-28 02:48:00,,47724
1921,0,0,0,0,0,0,0,0,286,36947,679,739,320,13000,24.9,14984,12442,ThirdPartyListing,65+,2018-02-08 19:19:00,6A6DB017AB5B3C248DC9F7E80B69BCC5DE0FB5A116791F7E23FD2D368DFEB610,43254
1922,0,0,1,0,0,0,0,0,295,45246,559,645,432,53447,28.7,23579,14193,ThirdPartyListing,45-55,2018-01-12 16:03:00,53C4028A4CFAAD5F2639FF86C6ED73B504B598C4346DC39B0779AF77D755A630,51157
1923,0,0,0,0,0,0,0,0,316,46659,713,628,291,42119,33.2,23437,9899,Website,65+,2018-03-03 16:46:00,CD07E5ACB35B6D9DD286CCCEEFC4A2C5E91F6C450648E78623075707EA32F4CC,45742
1924,1,0,0,0,0,0,0,1,356,42938,612,671,377,63314,30.7,29697,5226,Website,18-35,2018-01-06 12:03:00,,29122
1925,0,0,0,0,0,0,0,0,224,54860,639,700,295,54413,34.8,22229,11362,Website,35-45,2018-03-23 22:46:00,866AB7010B3E93D1756602AD0A019885DCC87733FDA26501731DE2114E792E78,37625
1926,1,0,0,1,1,0,0,0,242,48421,687,663,321,61496,25.7,15378,5884,ThirdPartyListing,45-55,2018-03-25 05:53:00,004F0340101733D2D19756F11D4B030408012962BAF67B635079424C955A0D9E,33895
1927,0,1,0,0,0,0,1,0,331,27989,572,627,376,21866,21.9,25625,8769,Website,35-45,2018-03-28 05:13:00,690E24DCBE004F3BC4AD21D9DA5A134C8A4A6259F5DE1B928E9DFDF7F6955CCB,60113
