userid,saledatetime,StickerPrice,Odometer
8281,2018-04-18 22:29:00,27207,14162
8283,2018-05-21 15:19:00,22596,12779
8286,2018-03-23 11:10:00,26226,13868
8289,2018-04-12 11:58:00,25499,15650
8292,2018-05-01 22:12:00,19665,17899
8293,2018-05-01 14:30:00,32256,17677
8296,2018-04-27 01:27:00,21198,12359
8298,2018-03-13 14:31:00,13603,12081
8299,2018-03-25 19:12:00,18239,9472
8300,2018-04-07 23:59:00,27285,22185
8301,2018-03-08 20:01:00,29522,26857
8304,2018-04-03 22:14:00,28446,22534
8306,2018-05-16 11:37:00,36581,26974
8308,2018-04-13 23:07:00,33806,20142
8310,2018-03-14 21:10:00,17349,13205
8313,2018-03-02 21:16:00,14174,14252
8316,2018-03-01 15:36:00,31137,17341
8318,2018-06-06 21:45:00,18325,13497
8320,2018-04-12 03:57:00,24427,31328
8321,2018-05-12 16:23:00,23068,10921
8325,2018-01-25 21:23:00,22518,12755
8326,2018-04-30 01:45:00,17275,11182
8335,2018-02-06 10:21:00,26531,25959
8337,2018-04-28 21:24:00,35272,18582
8341,2018-03-25 21:17:00,32406,21722
8343,2018-02-13 10:18:00,18930,17679
8344,2018-05-25 21:44:00,23989,19197
8346,2018-02-20 00:31:00,19954,7986
8347,2018-03-21 22:16:00,27989,12397
8350,2018-04-01 20:10:00,23054,16916
8351,2018-04-23 12:22:00,28509,20553
8352,2018-02-12 13:39:00,20411,18123
8355,2018-03-06 02:53:00,14287,12286
8356,2018-04-22 17:12:00,22309,20693
8358,2018-04-18 10:43:00,26308,15892
8363,2018-05-03 00:02:00,36029,14809
8366,2018-05-07 17:25:00,30789,17237
8367,2018-06-13 23:41:00,24462,17339
8368,2018-02-22 13:29:00,20070,10021
8369,2018-06-02 12:50:00,25653,13696
8374,2018-05-03 08:40:00,24958,7487
8378,2018-01-22 06:19:00,17605,11282
8379,2018-04-15 08:51:00,18669,11601
8380,2018-03-04 17:49:00,15445,18634
8383,2018-02-28 22:48:00,14523,8357
8384,2018-05-30 22:00:00,17479,9244
8385,2018-05-07 12:43:00,33248,23975
8386,2018-05-24 01:48:00,36115,24835
8393,2018-05-14 23:33:00,25922,23777
8394,2018-02-26 15:18:00,19510,13853
8395,2018-03-22 10:27:00,32046,23614
8402,2018-02-20 08:16:00,32114,21634
8403,2018-06-03 06:18:00,31938,15581
8406,2018-02-18 05:49:00,35059,14518
8407,2018-04-25 03:33:00,29063,20719
8408,2018-05-14 23:53:00,18675,11602
8411,2018-04-03 17:05:00,25835,13750
8412,2018-01-16 11:42:00,21637,14491
8415,2018-04-23 10:53:00,13650,4095
8416,2018-02-05 04:07:00,25689,19707
8417,2018-02-12 07:48:00,34055,22216
8419,2018-05-27 23:52:00,24528,11358
8421,2018-03-25 06:32:00,21090,18327
8422,2018-06-05 17:08:00,29108,10732
8423,2018-03-01 01:03:00,18841,15652
8425,2018-04-08 09:22:00,12389,13717
8426,2018-03-18 05:13:00,14245,10273
8429,2018-06-25 12:26:00,17703,19311
8432,2018-01-26 23:07:00,13317,11995
8433,2018-03-29 22:55:00,13689,10107
8435,2018-05-10 07:26:00,15573,18672
8436,2018-06-20 08:25:00,21666,12500
8437,2018-03-09 16:21:00,32635,21791
8438,2018-06-17 11:21:00,22631,14789
8441,2018-03-21 22:39:00,30116,19035
8443,2018-03-15 05:07:00,33223,17967
8445,2018-02-17 08:44:00,22040,26612
8447,2018-04-21 18:30:00,27515,12255
8451,2018-02-20 04:10:00,29913,12974
8453,2018-02-14 07:48:00,32675,17802
8454,2018-02-04 10:20:00,27177,14153
8456,2018-05-05 09:25:00,27212,18164
8457,2018-05-21 12:30:00,31946,23584
8462,2018-05-04 07:08:00,28265,12480
8464,2018-05-10 13:30:00,36086,16826
8465,2018-04-02 12:28:00,19345,17803
8471,2018-02-25 20:31:00,13495,16048
8472,2018-05-11 06:58:00,33074,15922
8475,2018-03-03 03:19:00,17350,15205
8476,2018-02-08 05:45:00,13426,14028
8478,2018-06-03 04:04:00,22464,18739
8481,2018-02-16 06:39:00,22434,20730
8483,2018-05-22 12:07:00,15367,22610
8493,2018-04-24 20:15:00,36757,19027
8495,2018-04-27 15:59:00,35098,26529
8496,2018-05-21 00:19:00,19203,15761
8497,2018-06-29 20:25:00,16413,16924
8499,2018-03-29 04:44:00,34264,24279
8501,2018-03-28 22:04:00,21981,16594
8504,2018-03-29 00:27:00,23477,19043
8506,2018-05-26 15:08:00,22578,16773
8507,2018-03-10 07:57:00,33659,20098
8518,2018-06-01 01:18:00,30754,25226
8522,2018-06-03 03:22:00,20248,10074
8524,2018-05-04 17:23:00,15959,10788
8525,2018-03-30 10:14:00,14705,20411
8527,2018-04-27 12:16:00,23869,15161
8531,2018-02-21 14:33:00,25354,19606
8532,2018-03-18 17:21:00,30953,23286
8534,2018-02-28 13:24:00,31592,17478
8535,2018-03-07 15:59:00,28823,20647
8537,2018-02-08 05:55:00,15292,10588
8541,2018-06-11 14:54:00,25568,15670
8547,2018-02-17 18:09:00,24887,11466
8548,2018-03-24 08:40:00,35581,28674
8549,2018-01-16 12:10:00,18124,17437
8551,2018-05-24 02:46:00,32220,17666
8553,2018-03-20 16:45:00,15666,14700
8554,2018-03-31 03:03:00,35102,12531
8555,2018-05-02 19:50:00,20399,16120
8556,2018-04-13 09:27:00,23820,17146
8559,2018-03-24 12:14:00,29294,22788
8561,2018-01-16 07:22:00,22739,20822
8563,2018-04-28 18:58:00,29196,14759
8564,2018-04-29 19:32:00,32676,19803
8565,2018-01-16 03:45:00,26270,21881
8572,2018-02-01 08:02:00,27078,20124
8575,2018-04-23 07:52:00,15771,20731
8581,2018-05-18 15:28:00,17316,19195
8582,2018-02-25 17:54:00,26762,24029
8584,2018-03-12 12:26:00,13604,14081
8585,2018-02-01 18:56:00,27610,20283
8586,2018-03-24 14:17:00,18649,13595
8588,2018-02-14 14:23:00,12274,11682
8591,2018-05-18 11:03:00,18461,9538
8600,2018-03-26 03:37:00,26585,21975
8602,2018-03-07 16:02:00,17198,11159
8603,2018-04-16 15:41:00,17370,19211
8607,2018-04-02 17:49:00,32065,17620
8611,2018-04-27 20:43:00,36727,17018
8615,2018-04-28 22:03:00,18417,13525
8617,2018-05-18 21:35:00,30121,19036
8618,2018-02-10 18:53:00,20423,14127
8619,2018-02-17 13:57:00,15741,10722
8620,2018-01-27 01:50:00,18148,11444
8621,2018-02-19 10:33:00,36489,10947
8622,2018-03-10 08:23:00,24202,19261
8624,2018-05-24 00:29:00,34045,24214
8626,2018-06-01 06:43:00,12545,13764
8627,2018-03-18 20:39:00,16788,19036
8628,2018-02-13 17:38:00,29989,14997
8629,2018-06-26 10:31:00,27625,12288
8630,2018-03-14 16:52:00,31485,17446
8634,2018-06-09 13:46:00,32590,11777
8642,2018-05-01 12:55:00,31173,23352
8643,2018-05-21 19:21:00,29709,18913
8644,2018-06-01 23:39:00,24382,11315
8652,2018-03-18 17:34:00,30142,13043
8653,2018-05-24 17:12:00,13909,12173
8654,2018-04-21 05:35:00,30525,15157
8655,2018-05-11 17:02:00,27047,20114
8656,2018-01-30 03:35:00,25934,23780
8657,2018-02-04 13:16:00,14936,20481
8661,2018-04-16 00:29:00,27336,24201
8664,2018-05-29 18:50:00,28882,10665
8668,2018-06-10 14:31:00,17611,15283
8670,2018-06-05 17:55:00,23047,24914
8674,2018-04-05 03:18:00,19545,13863
8675,2018-05-11 10:53:00,14401,6320
8677,2018-03-29 10:03:00,13553,8066
8678,2018-02-03 12:02:00,29695,22909
8680,2018-04-16 01:30:00,14267,12280
8682,2018-02-03 22:40:00,18691,13607
8683,2018-03-10 16:17:00,33520,22056
8684,2018-03-05 04:54:00,34329,20299
8685,2018-06-14 23:51:00,20209,12063
8686,2018-04-15 17:42:00,18830,21649
8690,2018-05-10 08:32:00,20226,16068
8691,2018-01-26 20:58:00,21334,14400
8692,2018-05-07 02:00:00,25023,25507
8693,2018-03-18 00:36:00,16617,8985
8696,2018-03-10 03:39:00,24310,17293
8699,2018-04-04 16:20:00,33289,13987
8700,2018-05-17 23:18:00,33791,26137
8701,2018-05-25 08:47:00,27284,20185
8702,2018-05-10 05:44:00,17670,13301
8704,2018-03-30 12:46:00,22592,14778
8709,2018-02-13 18:03:00,29339,22802
8713,2018-04-23 02:43:00,14563,10369
8714,2018-01-20 00:54:00,20045,10014
8719,2018-01-22 19:59:00,22635,16790
8723,2018-06-10 14:39:00,23855,15157
8724,2018-04-10 13:13:00,15708,10713
8728,2018-05-17 10:51:00,17842,15353
8729,2018-06-11 19:10:00,23818,21146
8730,2018-03-21 09:25:00,28864,30659
8731,2018-05-01 08:01:00,23748,17124
8734,2018-04-13 11:42:00,30056,21017
8735,2018-03-16 23:51:00,23484,21045
8738,2018-06-07 21:48:00,29011,20703
8741,2018-05-22 22:35:00,23671,15101
8744,2018-03-25 06:58:00,32651,17795
8746,2018-03-01 10:36:00,21568,8470
8747,2018-06-16 00:45:00,12445,11734
8748,2018-03-28 19:37:00,30001,21000
8750,2018-04-26 16:07:00,17530,17259
8755,2018-02-23 07:03:00,28760,24628
10633,2018-03-14 15:08:00,15281,18584
10634,2018-03-11 10:57:00,36867,23060
10636,2018-02-19 23:16:00,13442,16032
10639,2018-05-29 22:54:00,34952,22486
10646,2018-02-16 23:34:00,33401,22020
10647,2018-06-08 23:34:00,12169,7651
10649,2018-06-07 08:12:00,25809,13743
10650,2018-05-14 01:50:00,29734,24920
10652,2018-04-19 10:30:00,16341,18902
10653,2018-04-08 12:57:00,36828,21048
10654,2018-01-29 03:08:00,18487,17546
10655,2018-05-01 11:17:00,32019,27606
10656,2018-04-12 13:40:00,24466,15340
10661,2018-05-23 09:47:00,36780,23034
10662,2018-05-12 14:20:00,16679,17004
10664,2018-03-02 07:08:00,31969,23591
10665,2018-01-17 01:55:00,15656,8697
10670,2018-04-13 23:20:00,18915,15675
10678,2018-05-23 10:49:00,21142,14343
10679,2018-06-02 14:09:00,12301,11690
10681,2018-02-11 10:57:00,27838,12351
10682,2018-03-14 06:02:00,33590,22077
10683,2018-02-16 03:30:00,34378,22313
10687,2018-02-13 21:15:00,19212,13764
10688,2018-04-09 20:52:00,13277,15983
10691,2018-04-07 18:13:00,33695,14109
10693,2018-03-12 21:47:00,12366,11710
10695,2018-04-05 10:09:00,32819,21846
10703,2018-05-10 02:11:00,18216,5465
10707,2018-03-10 23:31:00,22964,8889
10708,2018-04-04 00:29:00,23020,8906
10709,2018-04-04 19:16:00,26599,13980
10710,2018-05-04 04:31:00,19941,13982
10711,2018-05-18 09:10:00,27044,18113
10713,2018-06-22 20:39:00,20390,16117
10714,2018-04-13 12:41:00,19382,15815
10715,2018-06-21 03:41:00,15482,26645
10716,2018-04-21 09:52:00,25083,13525
10719,2018-03-01 23:40:00,30545,15164
10721,2018-05-08 19:12:00,30735,17220
10722,2018-02-20 05:10:00,25962,11789
10725,2018-05-10 21:19:00,32323,25697
10726,2018-06-01 21:50:00,14046,26214
10727,2018-01-30 19:49:00,34471,20341
10731,2018-03-17 04:13:00,33039,17912
10733,2018-05-20 08:53:00,20327,12098
10736,2018-03-28 23:46:00,16196,20859
10737,2018-05-16 11:53:00,21281,20384
10738,2018-02-11 04:50:00,25327,13598
10739,2018-05-17 16:20:00,31573,15472
10741,2018-02-14 04:37:00,28270,18481
10742,2018-03-24 21:01:00,26792,20038
10743,2018-04-16 00:17:00,33214,17964
10744,2018-06-19 22:54:00,12010,11603
10747,2018-06-22 19:22:00,32974,21892
10749,2018-02-14 09:10:00,34110,26233
10750,2018-06-05 18:18:00,19595,15878
10751,2018-04-03 04:18:00,14712,10414
10753,2018-02-01 17:30:00,18384,17515
10757,2018-04-17 02:02:00,28681,22604
10759,2018-06-12 22:12:00,19323,15797
10762,2018-05-20 18:35:00,16431,10929
10763,2018-02-24 00:52:00,24951,13485
10765,2018-03-16 11:11:00,31596,31479
10767,2018-06-16 12:19:00,18171,19451
10770,2018-01-29 19:32:00,13369,10011
10771,2018-06-02 04:29:00,36593,22978
10774,2018-04-22 09:52:00,21096,14329
10775,2018-01-25 12:05:00,19258,15777
10777,2018-03-07 12:52:00,35216,24565
10780,2018-05-19 12:09:00,16004,14801
10785,2018-01-19 15:21:00,23406,21022
10786,2018-03-09 02:01:00,14768,22430
10789,2018-01-25 10:46:00,27887,14366
10790,2018-05-23 02:19:00,29103,18731
10792,2018-02-18 13:39:00,16351,12905
10794,2018-04-26 05:31:00,35844,16753
10796,2018-01-28 22:42:00,18134,17440
10797,2018-06-05 13:25:00,19641,13892
10798,2018-05-07 06:07:00,25882,13765
10799,2018-03-12 22:09:00,16398,16919
10800,2018-06-07 03:12:00,34222,22267
10801,2018-02-25 07:15:00,19798,15939
10803,2018-01-18 14:27:00,23932,19180
10808,2018-04-15 02:00:00,13770,16131
10813,2018-04-11 21:43:00,14615,18384
10815,2018-03-14 13:08:00,34456,22337
10816,2018-04-14 13:44:00,27298,16189
10817,2018-06-09 15:12:00,21977,14593
10818,2018-04-02 02:46:00,13152,9946
10820,2018-01-20 18:44:00,30233,13070
10822,2018-03-15 00:28:00,26487,15946
10825,2018-02-19 00:47:00,16022,14807
10826,2018-05-07 03:24:00,34967,30490
10828,2018-04-13 00:53:00,18158,17447
10829,2018-02-19 01:36:00,16911,5073
10830,2018-06-13 16:02:00,13277,5983
10834,2018-05-22 20:30:00,16363,16909
10835,2018-02-23 05:28:00,26567,15970
10836,2018-03-05 23:02:00,34182,24254
10837,2018-03-31 04:52:00,13066,15920
10838,2018-05-30 04:53:00,22378,16713
10839,2018-01-21 16:40:00,33233,17970
10840,2018-03-02 06:29:00,31949,15585
10844,2018-02-21 20:50:00,36143,18843
10847,2018-05-09 00:37:00,36350,14905
10848,2018-02-25 08:27:00,31727,21518
10851,2018-02-19 20:57:00,32245,19674
10854,2018-03-15 09:22:00,21796,12539
10855,2018-02-11 18:26:00,23748,21124
10861,2018-03-12 14:45:00,20057,16017
10865,2018-04-26 20:10:00,20991,22297
10868,2018-05-18 06:08:00,36656,24997
10869,2018-04-27 04:01:00,36621,26986
10872,2018-05-16 06:39:00,30575,21172
10873,2018-02-06 01:05:00,28756,10627
10875,2018-04-03 02:17:00,29805,16942
10876,2018-03-04 15:13:00,31860,29558
10880,2018-02-21 14:11:00,25158,17547
10882,2018-05-27 12:34:00,36597,20979
10884,2018-04-12 04:07:00,17666,15300
10886,2018-03-10 23:02:00,16740,23022
10889,2018-02-27 17:09:00,17532,13260
10891,2018-02-20 17:19:00,36940,27082
10892,2018-03-14 00:18:00,26716,24015
10902,2018-05-18 04:59:00,25026,9508
10903,2018-03-09 23:40:00,36850,17055
10904,2018-03-06 17:45:00,22629,14789
10905,2018-03-19 23:31:00,22847,18854
10913,2018-02-26 12:53:00,36680,17004
10914,2018-05-06 12:20:00,34421,26326
10917,2018-03-31 21:46:00,33862,24159
10919,2018-03-13 02:42:00,35295,24588
10922,2018-04-26 07:56:00,24006,19202
10923,2018-05-15 15:53:00,27148,24144
10925,2018-06-14 02:09:00,18019,17406
10927,2018-03-29 00:05:00,19102,15731
10928,2018-05-27 16:22:00,33528,20058
10931,2018-04-09 22:42:00,22551,14765
10932,2018-02-19 21:28:00,30671,25201
10933,2018-04-02 14:09:00,27040,10112
10934,2018-04-05 04:39:00,13505,14051
10936,2018-03-01 15:14:00,32915,15874
10937,2018-03-17 14:18:00,21384,20415
10939,2018-03-07 05:22:00,15849,16755
10942,2018-03-05 17:34:00,14985,4496
10943,2018-06-10 04:03:00,33346,16004
10946,2018-04-25 22:40:00,30651,25195
10947,2018-02-15 01:43:00,33292,19987
10949,2018-04-24 18:19:00,24047,13214
10950,2018-03-29 19:31:00,34880,24464
10951,2018-03-05 22:00:00,28451,22535
10952,2018-04-08 00:44:00,25488,9646
10955,2018-03-02 23:17:00,17747,25324
10956,2018-04-27 02:52:00,21950,12585
10957,2018-06-15 05:18:00,30791,21237
10958,2018-05-20 16:48:00,19479,17844
10960,2018-04-13 15:01:00,33195,9958
10962,2018-06-17 13:00:00,31703,19511
10963,2018-02-16 00:47:00,24405,25322
10964,2018-04-29 10:31:00,35278,18584
10965,2018-05-15 09:32:00,26012,21803
10966,2018-05-16 00:24:00,19615,19884
10967,2018-04-18 04:46:00,34964,16489
10974,2018-04-03 21:24:00,12836,7851
10975,2018-05-23 13:22:00,21600,18480
10976,2018-05-08 06:42:00,14461,12338
10977,2018-02-07 09:32:00,30188,15056
10978,2018-02-27 04:42:00,16590,6977
10980,2018-04-26 13:50:00,20986,16296
10982,2018-02-27 16:19:00,14997,14499
10985,2018-04-19 10:01:00,23069,14921
10986,2018-04-23 12:08:00,28667,26600
10987,2018-04-24 13:04:00,36509,24953
10988,2018-05-08 15:54:00,22401,16720
10990,2018-05-03 00:38:00,26744,22023
10993,2018-02-28 00:17:00,20024,28007
10994,2018-05-03 05:42:00,12700,9810
10996,2018-06-11 03:27:00,36577,22973
10999,2018-02-09 03:53:00,35451,14635
11001,2018-04-09 08:56:00,17186,11156
11003,2018-04-12 11:54:00,35410,26623
11004,2018-03-14 02:17:00,29547,14864
11005,2018-04-12 20:53:00,16273,16882
11007,2018-03-11 03:23:00,17553,17266
11009,2018-05-03 06:57:00,31136,15341
11010,2018-03-15 18:12:00,30709,15213
11012,2018-02-20 11:33:00,28388,16516
11014,2018-03-05 05:17:00,16590,8977
11015,2018-05-20 17:15:00,24740,11422
11017,2018-01-21 00:05:00,25798,25740
11018,2018-06-15 05:17:00,34004,24201
11020,2018-03-11 03:59:00,35245,16573
11021,2018-06-26 19:06:00,13495,22048
11022,2018-04-07 02:20:00,21623,16487
11024,2018-05-16 01:21:00,31991,17597
11026,2018-03-04 23:33:00,27247,14174
11027,2018-04-14 04:07:00,28331,12499
11030,2018-02-23 03:01:00,19980,25994
11032,2018-06-07 01:03:00,36686,25006
11034,2018-04-09 02:24:00,33884,18165
11035,2018-05-17 13:50:00,18367,19510
11037,2018-04-26 10:40:00,17569,15271
11038,2018-05-17 05:59:00,31387,13416
11042,2018-04-23 03:30:00,14393,18318
11045,2018-03-02 19:40:00,24276,21283
11046,2018-04-02 04:18:00,21348,10405
11047,2018-06-14 20:58:00,16536,8961
11258,2018-05-05 08:09:00,27429,22229
11259,2018-02-18 20:06:00,29895,12968
11260,2018-05-10 10:59:00,21882,22565
11262,2018-03-06 03:14:00,19409,15823
11263,2018-04-19 02:53:00,26961,18088
11265,2018-05-02 04:35:00,15244,8573
11266,2018-03-05 15:08:00,17384,17215
11269,2018-06-09 05:42:00,35889,22767
11271,2018-02-09 00:44:00,36606,18982
11273,2018-01-19 14:22:00,36971,19091
11277,2018-02-12 17:15:00,14785,8436
11278,2018-03-11 13:45:00,27195,18159
11282,2018-04-18 20:58:00,27139,18142
11284,2018-04-20 01:13:00,12310,21693
11286,2018-02-06 09:31:00,30879,21264
11287,2018-03-05 16:13:00,34500,16350
11291,2018-05-22 11:39:00,15868,12760
11293,2018-05-06 00:33:00,21906,16572
11294,2018-02-19 18:55:00,36892,21068
11296,2018-03-09 14:18:00,32841,17852
11297,2018-05-02 22:28:00,17115,13135
11298,2018-05-01 11:39:00,22576,22773
11301,2018-03-17 19:19:00,22735,12821
11302,2018-03-23 01:49:00,34067,18220
11305,2018-02-11 12:51:00,25780,17734
11306,2018-05-15 07:18:00,20288,8086
11307,2018-03-16 09:52:00,12098,15629
11308,2018-03-12 06:49:00,12426,13728
11310,2018-03-23 21:45:00,28997,18699
11311,2018-04-06 03:31:00,14843,16453
11314,2018-02-06 06:02:00,22922,10877
11316,2018-05-02 16:26:00,16481,12944
11318,2018-02-12 21:56:00,34805,16441
11321,2018-05-13 22:52:00,33536,22061
11323,2018-02-08 00:48:00,13120,19936
11326,2018-03-27 19:25:00,29382,24815
11328,2018-03-13 07:31:00,34731,28419
11329,2018-05-12 01:51:00,12321,19696
11330,2018-03-22 21:13:00,32291,19687
11331,2018-03-03 05:00:00,28912,14674
11332,2018-06-12 10:14:00,34971,18491
11333,2018-02-25 18:33:00,18037,19411
11335,2018-03-14 01:18:00,17058,11117
11336,2018-02-20 01:30:00,15985,14795
11338,2018-01-30 09:06:00,35074,32522
11344,2018-05-27 22:45:00,21553,20466
11346,2018-06-09 15:14:00,14345,24304
11347,2018-04-09 20:44:00,12824,11847
11353,2018-03-04 01:25:00,31622,21487
11354,2018-04-29 04:05:00,33132,19940
11355,2018-04-06 03:31:00,34502,16351
11357,2018-05-30 19:19:00,24391,13317
11358,2018-05-16 13:21:00,13715,16114
11361,2018-03-30 04:49:00,30293,19088
11363,2018-02-13 02:57:00,24746,13424
11365,2018-01-30 16:35:00,23748,13124
11366,2018-03-19 05:11:00,18790,19637
11370,2018-02-17 23:39:00,32534,15760
11374,2018-02-27 22:50:00,28363,16509
11376,2018-05-19 14:08:00,31299,13390
11377,2018-04-17 05:31:00,22195,16658
11378,2018-04-01 07:37:00,19323,15797
11380,2018-01-23 15:16:00,18025,13408
11384,2018-03-06 08:46:00,22760,22828
11387,2018-06-03 11:04:00,22900,16870
11388,2018-02-26 08:57:00,32105,15632
11391,2018-06-17 12:31:00,34113,20234
11392,2018-01-30 08:32:00,24014,19204
11393,2018-04-08 18:12:00,20987,12296
11395,2018-02-05 16:11:00,13635,6091
11399,2018-04-13 18:52:00,17288,13186
11400,2018-03-31 20:40:00,30061,17018
11401,2018-06-08 15:48:00,26847,14054
11402,2018-03-16 12:18:00,35198,18559
11403,2018-05-03 22:40:00,26327,13898
11404,2018-05-01 02:21:00,24274,15282
11408,2018-02-28 05:25:00,32268,17680
11409,2018-02-05 03:06:00,16027,14808
11410,2018-06-02 15:30:00,28223,14467
11411,2018-04-01 08:38:00,27171,22151
11412,2018-05-18 12:27:00,15205,18562
11413,2018-04-02 02:58:00,13789,20137
11417,2018-06-22 11:52:00,16301,12890
11419,2018-06-19 21:12:00,32904,17871
11420,2018-04-04 10:27:00,21625,12487
11421,2018-04-28 05:25:00,18035,13410
11422,2018-02-10 19:03:00,24282,17285
11427,2018-05-29 23:44:00,18084,13425
11428,2018-02-17 04:30:00,18106,15432
11429,2018-05-08 23:47:00,23788,15136
11430,2018-06-20 20:17:00,16954,11086
11433,2018-01-28 02:52:00,25855,21756
11437,2018-02-10 00:22:00,26560,21968
11439,2018-02-23 23:29:00,36390,24917
11442,2018-03-08 00:29:00,30489,15147
11443,2018-03-19 16:09:00,29997,24999
11444,2018-03-22 06:08:00,12411,21723
11446,2018-03-21 20:38:00,17064,15119
11447,2018-01-23 00:31:00,27265,26179
11451,2018-04-27 18:12:00,29111,16733
11452,2018-03-04 08:16:00,31594,17478
11455,2018-03-31 18:12:00,20552,12166
11458,2018-03-15 21:28:00,25611,31683
11459,2018-01-23 00:37:00,35154,18546
11460,2018-05-12 21:41:00,16386,16916
11461,2018-03-19 23:04:00,31035,19311
11462,2018-05-15 21:08:00,30136,29041
11463,2018-05-14 20:54:00,34796,22439
11464,2018-06-02 02:38:00,21032,8310
11673,2018-05-05 23:14:00,26987,22096
11674,2018-05-27 16:43:00,23043,20913
11676,2018-03-20 15:16:00,30247,29074
11678,2018-03-02 18:20:00,27627,22288
11680,2018-03-06 05:11:00,12409,13723
11681,2018-04-04 09:48:00,25478,27644
11682,2018-04-07 19:21:00,20493,14148
11683,2018-04-18 09:31:00,13426,12028
11685,2018-06-08 23:01:00,12982,5895
11687,2018-05-15 16:59:00,33582,28075
11688,2018-05-17 07:09:00,33048,17914
11689,2018-03-08 01:39:00,26403,17921
11690,2018-04-26 03:06:00,20422,20126
11692,2018-04-28 11:23:00,14928,14479
11694,2018-03-02 02:36:00,31571,17471
11696,2018-04-17 00:23:00,17565,23270
11697,2018-03-11 22:26:00,31052,27316
11698,2018-05-18 01:45:00,26595,17978
